WKT,nama,deskripsi
"POLYGON ((106.817631 -6.305258, 106.817588 -6.305557, 106.817073 -6.305429, 106.817073 -6.305088, 106.816386 -6.305045, 106.816129 -6.305344, 106.816386 -6.306026, 106.816987 -6.306751, 106.816815 -6.307476, 106.816558 -6.307775, 106.816172 -6.308074, 106.815785 -6.307988, 106.815828 -6.308842, 106.815742 -6.309737, 106.816 -6.310164, 106.816086 -6.310505, 106.816515 -6.310548, 106.81733 -6.31042, 106.817674 -6.310206, 106.817716 -6.310846, 106.817674 -6.311316, 106.817588 -6.312083, 106.817631 -6.312936, 106.817631 -6.313747, 106.817674 -6.314131, 106.817802 -6.314643, 106.817759 -6.314941, 106.817202 -6.315112, 106.816515 -6.315154, 106.816515 -6.315496, 106.816472 -6.315837, 106.816901 -6.316008, 106.81733 -6.316093, 106.817845 -6.316221, 106.818317 -6.316264, 106.818789 -6.316477, 106.819133 -6.316562, 106.819261 -6.317202, 106.820935 -6.317372, 106.822051 -6.3175, 106.82351 -6.317372, 106.823725 -6.317714, 106.82454 -6.317756, 106.824883 -6.316605, 106.825098 -6.31541, 106.825828 -6.31123, 106.826514 -6.311273, 106.826986 -6.308714, 106.82454 -6.3085, 106.824583 -6.306282, 106.822738 -6.306282, 106.82248 -6.306709, 106.820549 -6.306496, 106.820377 -6.305685, 106.819905 -6.305685, 106.819304 -6.305728, 106.818661 -6.30577, 106.818274 -6.305685, 106.818274 -6.305258, 106.817631 -6.305258))",Kebun Binatang Ragunan,
