WKT,nama,deskripsi
"POLYGON ((106.8235377 -6.1802217, 106.823881 -6.1803497, 106.8243316 -6.1803497, 106.824868 -6.1803924, 106.8254045 -6.180371, 106.8258551 -6.1803284, 106.8263057 -6.1802857, 106.826649 -6.1802857, 106.8270567 -6.1802857, 106.8276575 -6.180243, 106.8281296 -6.1802644, 106.8286661 -6.180243, 106.8292454 -6.1802004, 106.8295029 -6.1802004, 106.8300608 -6.180179, 106.8303612 -6.1801577, 106.8307045 -6.1801364, 106.8309191 -6.180115, 106.8310049 -6.1799657, 106.8310049 -6.1796884, 106.8309191 -6.179475, 106.8307474 -6.1792617, 106.83049 -6.179091, 106.8304041 -6.178835, 106.8304685 -6.1786004, 106.8306402 -6.1786004, 106.8305329 -6.1783657, 106.8302968 -6.1781524, 106.8300608 -6.1779391, 106.8298891 -6.1777257, 106.8298891 -6.1774911, 106.8298891 -6.1770857, 106.8298891 -6.1765311, 106.8299535 -6.1759764, 106.8299321 -6.1758057, 106.8300179 -6.1755498, 106.8300179 -6.1752724, 106.8300179 -6.1750378, 106.829975 -6.1748031, 106.8299535 -6.1744831, 106.8298891 -6.1741418, 106.8298462 -6.1737364, 106.8297819 -6.1734164, 106.8295458 -6.1733738, 106.8292883 -6.1732671, 106.8291167 -6.1730538, 106.8290094 -6.1728831, 106.8290523 -6.1725204, 106.8291381 -6.1722644, 106.8291596 -6.1720298, 106.829181 -6.1718591, 106.8290952 -6.1716244, 106.8288592 -6.1715604, 106.8285802 -6.1715391, 106.8281725 -6.1715391, 106.8278292 -6.1715391, 106.8273571 -6.1715391, 106.8270567 -6.1714964, 106.8267778 -6.1714964, 106.8264988 -6.1714964, 106.8262843 -6.1714964, 106.8259195 -6.1714751, 106.8254689 -6.1714964, 106.825147 -6.1714964, 106.8247393 -6.1715391, 106.824396 -6.1714751, 106.8240527 -6.1714751, 106.8238166 -6.1714964, 106.8234518 -6.1715178, 106.8231943 -6.1716458, 106.8232158 -6.1719658, 106.8232158 -6.1722218, 106.8232158 -6.1725204, 106.8231943 -6.1727978, 106.8231943 -6.1730751, 106.8231943 -6.1733951, 106.8231514 -6.1736724, 106.8231729 -6.1741204, 106.8231729 -6.1744404, 106.8231514 -6.1747604, 106.82313 -6.1751658, 106.82313 -6.1755924, 106.8231514 -6.1759764, 106.82313 -6.1764031, 106.82313 -6.1766804, 106.82313 -6.1769791, 106.8230871 -6.1774057, 106.8230871 -6.1778111, 106.8230871 -6.1781951, 106.8230656 -6.1784937, 106.8230656 -6.1787924, 106.8230656 -6.1791124, 106.8230012 -6.1794324, 106.8230871 -6.1796457, 106.8231514 -6.1799444, 106.8233231 -6.180115, 106.8235377 -6.1802217))",Monas,
