WKT,nama,deskripsi
"POLYGON ((106.883249 -6.298573, 106.883378 -6.299554, 106.883678 -6.30045, 106.884107 -6.301644, 106.884365 -6.302284, 106.885094 -6.303094, 106.886167 -6.30382, 106.887111 -6.304502, 106.888785 -6.305142, 106.890287 -6.305355, 106.891789 -6.305739, 106.89372 -6.306251, 106.894407 -6.306464, 106.895394 -6.306848, 106.89681 -6.307232, 106.897111 -6.306763, 106.897325 -6.306294, 106.89784 -6.30655, 106.898269 -6.306805, 106.898999 -6.307019, 106.899943 -6.306891, 106.900072 -6.306166, 106.900286 -6.305398, 106.90093 -6.305398, 106.901617 -6.305526, 106.902089 -6.30591, 106.901874 -6.306677, 106.901574 -6.30736, 106.901188 -6.307829, 106.900801 -6.308426, 106.901188 -6.308938, 106.901874 -6.310644, 106.902432 -6.310943, 106.903205 -6.311114, 106.904192 -6.311156, 106.905737 -6.306677, 106.906509 -6.304417, 106.905951 -6.304289, 106.906123 -6.299554, 106.889343 -6.298914, 106.883249 -6.298573))",Taman Mini Indonesia Indah,
